playerID,year,tmID,pos,nrAwards,points,oRebounds,dRebounds,assists,steals,blocks,turnovers,PF,dq,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,PostPoints,PostoRebounds,PostdRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostDQ,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade
aldrima01w,1,WAS,G,0.0,63,8,16,28,9,4,27,30,0,54,25,22,7,12,6,14,1,3,7,1,0,1,3,0,11,5,8,4,3,0
aldrima01w,2,WAS,G,0.0,7,2,0,2,0,0,4,5,0,9,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alhalta01w,2,ORL,F-G,0.0,49,15,23,14,11,0,28,20,0,58,19,14,7,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allench01w,9,SAC,G,0.0,16,2,4,3,1,0,6,5,0,16,7,0,0,6,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
amachma01w,2,NYL,F,0.0,1,1,0,0,0,1,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amachma01w,4,SEA,F,0.0,8,4,10,0,5,2,9,3,0,10,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amachma01w,6,WAS,F,0.0,2,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ambermo01w,3,SAC,F,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anderam01w,7,CON,F,0.0,0,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anderch01w,4,SAC,C,0.0,42,7,17,5,5,5,17,33,1,44,19,12,4,0,0,7,0,3,0,0,2,4,7,0,5,3,2,1,0,0
anderch01w,5,SAC,C,0.0,77,14,20,5,3,6,25,46,0,64,25,37,27,0,0,2,0,2,1,0,0,1,1,0,2,1,0,0,0,0
anderch01w,6,SAS,C,0.0,203,28,62,11,8,15,55,106,5,178,83,46,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anderch01w,7,SAS,C,0.0,153,28,57,15,7,10,29,73,0,112,59,45,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anderch01w,8,SAS,C,0.0,28,6,14,3,1,5,5,11,0,20,10,12,8,0,0,2,1,0,0,0,0,0,3,0,1,0,2,2,0,0
anderjo01w,9,CON,G,0.0,97,11,47,26,7,1,16,17,0,126,35,15,11,69,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anderke01w,1,WAS,G,0.0,75,12,34,75,25,3,47,53,0,68,29,18,14,8,3,2,2,3,5,0,0,4,1,0,3,1,2,0,0,0
anderke01w,2,CHA,G,0.0,12,3,12,14,6,0,17,8,0,16,2,10,8,2,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0
anderke01w,3,CHA,G,0.0,7,2,4,5,0,0,3,4,0,12,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andrame01w,1,CLE,F,0.0,265,32,63,75,41,10,65,91,1,195,89,80,60,75,27,21,5,12,14,6,3,11,17,0,33,8,9,5,9,0
andrame01w,2,CLE,F,0.0,152,21,66,100,51,10,61,77,0,171,58,45,30,30,6,13,5,4,1,2,2,7,9,0,17,6,0,0,2,1
andrame01w,3,CLE,F,0.0,91,17,39,67,29,6,41,82,2,111,34,23,18,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andrame01w,5,CHA,F,0.0,9,1,3,7,0,1,3,12,0,7,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anosini01w,9,MIN,C,0.0,314,78,153,45,75,43,42,125,2,226,99,166,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anosini01w,10,MIN,C,0.0,396,73,149,81,81,28,61,88,1,265,130,194,135,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arcaija01w,1,HOU,G,0.0,268,36,83,60,42,3,53,66,1,233,109,49,41,45,9,50,6,21,12,10,0,16,14,0,47,21,7,6,7,2
arcaija01w,2,HOU,G,1.0,591,49,87,94,60,3,83,82,1,509,217,150,135,66,22,29,2,9,5,2,0,5,5,0,34,13,2,2,8,1
arcaija01w,3,HOU,G,0.0,364,42,84,86,51,6,71,49,0,302,128,111,98,37,10,39,2,9,4,5,1,5,11,0,35,15,8,7,7,2
arcaija01w,4,HOU,G,0.0,390,24,112,67,41,1,50,64,0,324,151,94,79,37,9,37,6,8,3,8,0,7,5,0,31,12,13,12,5,1
arcaija01w,6,HOU,G,0.0,342,20,73,53,55,6,56,85,0,304,128,94,83,16,3,44,1,9,6,6,0,2,5,0,33,16,12,12,1,0
askamma01w,1,MIA,C,0.0,251,96,135,29,17,21,49,95,0,209,85,117,80,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
askamma01w,2,MIA,C,0.0,74,35,52,15,12,11,19,62,0,58,28,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
askamma01w,3,LAS,C,0.0,72,30,30,7,12,5,12,34,0,65,30,25,12,1,0,2,1,2,0,0,0,0,4,0,5,0,2,2,0,0
atkinla01w,7,IND,G-F,0.0,99,25,51,22,18,5,34,31,0,87,38,39,18,17,5,6,10,7,3,1,2,2,2,0,9,2,4,2,0,0
atkinla01w,8,SAC,G-F,0.0,58,13,31,15,10,5,33,15,0,47,22,19,14,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0
atkinla01w,9,SAC,G-F,0.0,14,3,11,8,5,2,10,5,0,16,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atkinla01w,10,SEA,G-F,0.0,5,6,12,5,10,1,4,5,0,8,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atunrmo01w,9,SAS,G-F,0.0,71,16,32,23,16,13,26,21,0,87,24,16,11,41,12,10,0,7,4,1,1,1,4,0,8,4,2,0,4,2
augusse01w,7,MIN,F,1.0,744,15,113,50,21,18,71,58,0,620,283,165,148,85,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augusse01w,8,MIN,F,0.0,769,37,99,79,41,21,83,58,0,583,296,173,151,62,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augusse01w,9,MIN,F,0.0,591,28,92,83,32,12,52,46,0,496,233,118,105,63,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
augusse01w,10,MIN,F,0.0,126,4,21,9,12,3,13,5,0,86,49,21,19,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aycocan01w,1,MIN,G-F,0.0,0,1,4,4,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
azizle01w,4,IND,F,0.0,10,2,7,1,0,4,3,5,0,14,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
azzije01w,1,UTA,G,0.0,144,5,36,92,12,5,28,43,0,104,47,43,40,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
azzije01w,2,UTA,G,0.0,276,10,88,171,22,10,69,89,1,184,75,96,88,74,38,9,0,3,10,1,1,5,7,0,12,3,1,1,7,2
azzije01w,3,UTA,G,0.0,306,15,54,158,27,14,67,102,0,198,91,104,83,92,41,40,2,11,34,4,5,8,20,0,33,13,8,7,19,7
azzije01w,4,SAS,G,0.0,260,10,81,111,27,9,61,98,2,211,85,65,51,97,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
badertr01w,1,CLE,G,0.0,47,2,9,21,17,1,18,16,0,48,17,6,5,24,8,8,0,1,1,2,0,1,1,0,9,3,1,0,3,2
badertr01w,2,CLE,G,0.0,21,2,10,11,5,0,8,7,0,20,8,0,0,13,5,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0
badertr01w,3,CLE,G,0.0,14,1,6,15,6,1,7,3,0,26,4,6,5,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bakersh01w,7,NYL,G,0.0,251,23,33,35,46,2,50,69,0,251,97,56,48,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bakersh01w,8,LAS,G,0.0,208,17,53,77,36,2,65,59,1,194,65,84,70,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bakersh01w,9,IND,G,0.0,49,7,15,15,9,1,11,15,0,37,12,34,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bakersh01w,10,DET,G,0.0,7,1,0,1,1,0,1,1,0,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
balesal01w,8,IND,C,0.0,55,12,33,2,4,13,7,14,0,42,24,8,7,0,0,0,0,2,1,0,0,1,2,0,4,0,0,0,0,0
balesal01w,9,ATL,C,0.0,119,27,97,13,20,43,13,55,0,110,44,40,28,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
banchrh01w,1,SAC,C,0.0,6,2,1,1,0,0,2,3,0,7,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baranel01w,2,MIA,F,0.0,378,40,151,63,33,57,62,81,2,330,141,71,66,80,30,44,7,11,7,2,2,9,9,0,33,15,11,8,11,6
baranel01w,4,NYL,F,0.0,278,45,136,64,36,43,62,69,0,257,107,35,31,91,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baranel01w,5,NYL,F,0.0,394,33,213,67,37,58,80,88,0,315,146,53,49,115,53,42,7,27,10,4,9,12,18,0,38,15,10,8,13,4
baranel01w,6,NYL,F,0.0,288,39,188,59,25,46,59,79,1,236,104,55,47,85,33,9,1,7,2,3,2,1,4,0,10,3,2,2,3,1
barksla01w,2,POR,G,0.0,2,1,5,4,2,0,1,3,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barksla01w,3,POR,G,0.0,100,18,22,12,8,7,23,31,0,101,36,26,23,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barksla01w,4,SAS,G,0.0,59,8,25,5,1,3,10,21,0,79,21,2,2,52,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barnead01w,1,CLE,F,0.0,8,2,0,4,0,0,2,2,0,5,3,4,2,1,0,2,0,1,2,0,0,1,0,0,2,1,0,0,1,0
barnead01w,2,CLE,F,0.0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barnead01w,3,SEA,F,0.0,90,45,57,28,32,9,25,64,1,111,37,29,15,4,1,10,3,5,3,3,0,7,4,0,9,4,0,0,4,2
barnead01w,4,SEA,F,0.0,88,26,39,23,11,7,18,36,1,84,32,21,12,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barnead01w,5,SEA,F,0.0,67,33,30,31,23,2,24,38,0,69,21,31,22,6,3,7,4,4,5,3,1,1,10,0,11,3,4,1,0,0
barnequ01w,1,SEA,C,0.0,209,27,57,33,19,33,62,103,2,213,89,56,30,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barnequ01w,2,SEA,C,0.0,68,14,20,11,9,6,16,29,0,59,23,27,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barnequ01w,3,PHO,C,0.0,3,0,1,0,1,2,0,1,0,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
batkosu01w,6,SEA,C,0.0,199,26,68,26,17,24,32,85,1,174,76,58,45,7,2,14,2,8,0,0,2,5,8,0,12,6,5,2,0,0
batkosu01w,10,SEA,C,0.0,47,9,20,4,5,6,24,29,0,43,21,8,2,11,3,38,0,10,0,4,7,7,9,0,28,14,4,3,13,7
batteja01w,6,MIN,F,0.0,0,0,5,3,0,1,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
batteja01w,7,DET,F,0.0,36,13,12,7,2,3,4,21,0,54,15,7,4,14,2,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0
battlas01w,6,SEA,F,0.0,2,0,2,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
battlas01w,7,NYL,F,0.0,143,13,49,29,31,3,38,32,0,141,54,25,20,46,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
battlas01w,8,NYL,F,0.0,252,32,94,56,35,2,48,50,0,244,89,58,45,93,29,11,0,7,4,1,0,1,8,0,14,5,2,1,2,0
battlas01w,9,NYL,F,0.0,121,18,35,24,15,1,28,26,0,98,37,50,36,30,11,19,2,11,9,5,1,3,5,0,22,8,0,0,9,3
battlas01w,10,NYL,F,0.0,177,17,68,40,31,2,52,48,0,148,63,46,32,46,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bauerca01w,1,CHA,F-C,0.0,76,20,36,14,8,3,28,72,1,72,29,21,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bauerca01w,2,WAS,F-C,0.0,15,8,10,3,2,1,6,12,0,17,5,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bauerca01w,3,SAC,F-C,0.0,43,14,27,1,2,5,25,34,0,57,17,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beardal01w,5,WAS,G-F,0.0,446,28,115,91,69,34,80,98,0,380,159,149,107,56,21,50,2,13,9,6,8,10,8,0,41,18,13,13,4,1
beardal01w,6,WAS,G-F,0.0,422,25,105,90,45,9,63,87,0,408,155,105,80,101,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beardal01w,7,WAS,G-F,0.0,614,23,126,98,59,25,90,92,4,469,232,149,113,102,37,30,2,8,2,6,2,4,6,0,36,10,10,9,5,1
beardal01w,8,WAS,G-F,0.0,622,25,114,99,64,24,94,105,2,539,224,150,127,146,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beardal01w,9,WAS,G-F,0.0,532,4,114,117,55,19,106,111,2,474,187,146,107,144,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beardal01w,10,WAS,G-F,0.0,492,19,104,68,72,18,100,97,2,438,188,114,84,107,32,19,1,3,5,2,0,0,6,0,26,8,3,2,8,1
beckki01w,9,SEA,G,0.0,17,2,10,6,4,2,4,7,0,9,4,6,5,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
bennije01w,6,IND,F,0.0,9,3,3,4,1,1,4,5,0,8,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
berezva01w,9,SAS,C,0.0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
berthlu01w,3,CLE,F-C,0.0,8,3,1,0,0,0,0,5,0,7,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
berthlu01w,4,CLE,F-C,0.0,84,20,22,6,10,4,22,38,0,52,27,46,30,1,0,4,2,2,1,1,1,2,5,0,9,2,0,0,0,0
berthlu01w,5,HOU,F-C,0.0,37,12,15,4,6,2,9,28,1,34,12,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beviltu01w,1,POR,G,0.0,153,19,76,89,41,6,66,93,1,112,40,72,56,60,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beviltu01w,2,POR,G,0.0,153,27,61,103,59,6,52,102,0,119,39,71,52,73,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beviltu01w,3,POR,G,0.0,84,7,26,44,22,3,27,49,0,61,25,29,19,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beviltu01w,4,SEA,G,0.0,58,9,17,32,14,1,20,30,0,51,17,21,16,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beviltu01w,5,SEA,G,0.0,79,6,20,29,38,2,26,48,0,60,24,29,20,26,11,22,3,13,11,8,1,9,12,0,17,8,4,3,7,3
beviltu01w,6,IND,G,0.0,194,12,51,80,60,0,51,69,0,162,63,44,24,116,44,27,1,8,11,7,1,10,12,0,25,8,7,5,14,6
beviltu01w,7,IND,G,0.0,223,10,67,79,71,1,54,72,0,185,76,53,38,106,33,9,0,6,2,1,0,0,7,0,10,2,6,4,3,1
beviltu01w,8,IND,G,1.0,180,15,60,92,56,2,53,88,0,150,66,22,15,89,33,44,5,11,19,11,0,8,17,1,44,13,12,10,28,8
beviltu01w,9,IND,G,0.0,175,12,56,65,59,4,35,73,0,158,64,28,17,89,30,20,4,3,7,3,0,1,8,0,24,7,1,1,18,5
beviltu01w,10,IND,G,0.0,209,12,67,97,62,8,48,76,0,181,68,54,36,107,37,53,5,18,20,12,1,11,25,0,53,18,10,7,32,10
bibbyje01w,1,NYL,G,0.0,19,3,2,11,3,0,12,9,0,18,3,13,11,6,2,4,0,0,2,0,0,2,0,0,2,2,0,0,0,0
bibrzag01w,5,SAS,G-F,0.0,159,5,23,40,21,7,32,38,0,151,55,26,23,84,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bibrzag01w,7,SAS,G-F,0.0,361,10,56,48,26,12,47,49,0,311,130,53,46,157,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
birdsu01w,3,SEA,G,0.0,461,17,66,191,55,3,109,48,0,375,151,112,102,142,57,28,0,0,12,5,0,5,6,0,22,9,7,7,11,3
birdsu01w,4,SEA,G,0.0,420,22,91,221,48,1,110,47,0,368,155,69,61,140,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
birdsu01w,5,SEA,G,0.0,439,22,84,184,51,5,87,48,0,326,151,85,73,146,64,68,5,21,42,12,0,16,13,0,61,23,21,16,20,6
birdsu01w,6,SEA,G,0.0,364,21,51,176,29,6,87,46,0,294,130,69,59,103,45,27,1,4,13,3,0,4,6,0,33,9,8,7,15,2
birdsu01w,7,SEA,G,1.0,389,24,78,162,61,5,88,60,1,333,137,68,59,153,56,38,3,5,10,1,2,7,3,0,36,13,8,5,21,7
birdsu01w,8,SEA,G,0.0,303,8,49,143,43,8,67,46,0,276,118,26,22,133,45,33,0,4,10,4,0,6,4,0,24,11,4,4,12,7
birdsu01w,9,SEA,G,0.0,465,14,70,169,39,3,88,61,0,390,172,85,74,137,47,59,0,7,9,4,0,6,3,0,50,23,8,8,17,5
birdsu01w,10,SEA,G,0.0,397,12,66,179,47,3,81,50,0,377,154,41,35,150,54,34,1,10,12,4,0,7,5,0,33,11,8,7,12,5
bjorkte01w,5,CHA,C,0.0,2,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackch01w,10,CON,C,0.0,97,41,66,6,13,27,25,54,1,92,35,43,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackde01w,1,MIA,G,0.0,152,23,69,98,58,1,50,86,0,150,57,42,29,42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackde01w,2,MIA,G,1.0,180,43,83,123,82,2,51,69,0,187,70,48,37,20,3,14,7,9,11,5,1,4,7,0,18,7,0,0,3,0
blackde01w,3,MIA,G,0.0,153,41,82,137,59,5,32,75,1,160,64,33,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackde01w,4,CON,G,0.0,55,16,35,46,20,2,18,33,0,68,24,9,6,3,1,8,1,1,2,2,0,0,2,0,10,4,0,0,0,0
blackde01w,5,CON,G,0.0,55,13,23,47,19,0,15,35,0,56,26,4,3,1,0,9,2,9,7,4,0,6,12,0,14,4,0,0,1,1
blodgci01w,1,SAC,G,0.0,52,1,8,3,8,1,13,9,0,50,20,6,4,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blodgci01w,2,SAC,G,0.0,34,1,8,6,6,1,11,6,0,29,13,0,0,15,8,6,0,2,1,0,0,1,1,0,4,2,2,1,2,1
blueni01w,7,WAS,G,0.0,54,7,13,36,18,0,18,36,0,54,14,31,25,12,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
blueni01w,8,WAS,G,0.0,107,13,50,48,22,5,37,55,0,108,35,37,31,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blueni01w,9,WAS,G,0.0,99,15,26,73,19,2,42,59,0,102,33,25,19,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blueni01w,10,WAS,G,0.0,24,2,8,12,7,0,13,12,0,24,7,10,7,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blueoc01w,4,HOU,F,0.0,4,1,1,2,0,0,2,3,0,4,1,4,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0
blueoc01w,5,HOU,F,0.0,44,12,9,5,1,0,7,10,0,42,16,13,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bobbish01w,9,LAS,G,0.0,106,16,48,90,25,1,63,40,0,127,35,22,16,71,20,27,3,6,18,5,0,8,19,0,40,10,4,1,19,6
bobbish01w,10,LAS,G,0.0,71,11,22,46,15,1,28,34,0,85,26,13,11,37,8,0,0,1,0,0,0,1,3,0,4,0,0,0,2,0
boddiwh01w,10,SAC,G,0.0,2,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boltoru01w,1,SAC,G,0.0,380,42,64,57,34,1,45,60,0,368,133,84,64,160,50,39,4,5,7,4,0,5,6,0,34,13,9,9,14,4
boltoru01w,2,SAC,G,0.0,222,34,59,55,28,1,39,55,0,216,73,52,36,110,40,55,10,12,9,4,0,10,11,0,44,17,13,12,23,9
boltoru01w,3,SAC,G,0.0,349,31,63,37,45,2,35,74,0,316,125,77,56,132,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boltoru01w,4,SAC,G,0.0,149,15,42,35,33,2,21,52,0,175,55,26,20,98,19,15,2,8,6,2,0,5,10,0,28,6,0,0,12,3
boltoru01w,5,SAC,G,0.0,160,17,32,31,23,0,15,45,0,154,57,19,14,79,32,9,1,3,3,4,0,3,3,0,18,3,4,3,9,0
bondla01w,7,CHA,G,0.0,193,7,42,73,35,8,80,83,1,158,63,77,57,46,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bondla01w,9,IND,G,0.0,74,7,24,27,15,4,33,56,0,90,26,16,13,42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bonfisu01w,3,PHO,G,0.0,105,16,21,23,12,0,18,35,0,89,43,25,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bonnede01w,10,PHO,G,1.0,381,70,126,13,23,25,34,70,0,278,127,154,125,13,2,97,17,30,3,5,6,7,13,0,69,34,35,29,1,0
bowenli01w,8,NYL,G,0.0,9,0,2,1,0,0,4,0,0,10,3,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydca01w,2,DET,F,0.0,75,10,16,14,11,2,16,32,0,67,23,20,18,36,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
braxtka01w,6,DET,F-C,0.0,227,42,58,14,18,13,52,78,0,210,97,60,33,1,0,15,4,3,2,0,0,3,5,0,18,5,6,5,0,0
braxtka01w,7,DET,F-C,0.0,146,42,75,26,11,11,53,83,1,143,58,48,30,2,0,50,8,20,6,8,4,18,27,0,52,22,11,6,0,0
braxtka01w,8,DET,F-C,0.0,207,54,112,16,14,16,62,91,2,188,84,58,39,0,0,77,21,39,5,3,8,20,29,0,64,30,24,17,1,0
braxtka01w,9,DET,F-C,0.0,295,48,120,27,14,24,54,84,1,258,107,109,81,2,0,77,20,28,9,4,5,17,22,0,64,32,20,13,0,0
braxtka01w,10,DET,F-C,0.0,252,66,101,41,19,18,51,79,0,201,106,62,40,0,0,48,12,22,7,4,7,12,10,0,37,20,14,8,0,0
brazian01w,1,CHA,F,0.0,51,16,18,5,5,0,17,24,0,49,19,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brazian01w,2,IND,F,0.0,127,21,56,7,9,13,20,27,0,115,50,35,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bristre01w,2,CHA,G,0.0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brogami01w,1,PHO,F,0.0,211,40,71,49,30,6,36,88,0,137,70,79,63,25,8,22,0,9,1,1,1,3,5,0,13,5,14,11,4,1
brondsa01w,2,MIA,G,0.0,367,10,40,63,28,4,36,61,0,344,142,70,57,66,26,34,1,9,7,2,0,3,5,0,36,13,6,5,10,3
brondsa01w,3,MIA,G,0.0,263,7,34,46,26,4,40,40,0,266,97,67,55,44,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brondsa01w,4,SEA,G,0.0,280,19,37,69,31,2,37,58,0,282,117,31,25,48,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brownco01w,4,IND,G,0.0,186,11,30,31,21,4,36,30,0,164,61,33,28,100,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brownco01w,5,IND,G,0.0,104,10,24,41,7,1,31,31,0,108,37,16,10,56,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
