year,tmID,confID,playoff,championship,season_wins,season_losses,matches,win_rate,post_matches,post_win_rate,o_pts,o_oreb,o_dreb,o_asts,o_stl,o_to,o_blk,o_pf,offensive_accuracy,d_pts,d_oreb,d_dreb,d_asts,d_stl,d_to,d_blk,d_pf,deffensive_accuracy
3,NYL,EA,Y,0,18,14,96,0.6145833333333334,21.0,0.5238095238095238,65.28125,8.125,19.0625,15.5,8.15625,14.3125,3.125,19.9375,50.3881844351193,62.96875,9.75,20.28125,12.8125,7.125,14.9375,2.75,18.65625,49.747869811681205
4,NYL,EA,N,0,16,18,130,0.5769230769230769,21.0,0.5238095238095238,65.97058823529412,7.970588235294118,20.176470588235293,15.5,7.705882352941177,13.823529411764707,3.764705882352941,17.264705882352942,51.94141621903238,66.3529411764706,9.588235294117647,21.647058823529413,14.882352941176471,7.911764705882353,14.117647058823529,2.823529411764706,18.058823529411764,51.36714554793691
5,NYL,EA,Y,0,18,16,164,0.5670731707317073,26.0,0.5,66.23529411764706,7.735294117647059,21.794117647058822,15.852941176470589,6.147058823529412,14.882352941176471,3.6470588235294117,17.264705882352942,50.78410903208549,67.55882352941177,10.911764705882353,21.470588235294116,15.205882352941176,8.470588235294118,12.647058823529411,3.6176470588235294,17.323529411764707,49.17798681320613
6,NYL,EA,Y,0,18,16,198,0.5606060606060606,28.0,0.4642857142857143,68.11764705882354,7.117647058823529,21.529411764705884,14.647058823529411,6.294117647058823,13.588235294117647,3.2941176470588234,18.029411764705884,53.593450764176254,67.20588235294117,10.147058823529411,20.147058823529413,13.911764705882353,8.088235294117647,12.088235294117647,2.5294117647058822,17.352941176470587,48.93274685835441
7,NYL,EA,N,0,11,23,232,0.5258620689655172,28.0,0.4642857142857143,69.76470588235294,8.382352941176471,21.647058823529413,13.970588235294118,7.411764705882353,16.941176470588236,3.2941176470588234,19.823529411764707,50.66231356887443,78.11764705882354,10.029411764705882,24.470588235294116,14.941176470588236,7.9411764705882355,14.264705882352942,3.9411764705882355,19.647058823529413,52.85123327986102
8,NYL,EA,Y,0,16,18,266,0.518796992481203,31.0,0.45161290322580644,70.97058823529412,8.441176470588236,23.176470588235293,14.705882352941176,8.5,18.0,3.2058823529411766,18.176470588235293,51.012475422988345,73.55882352941177,11.117647058823529,24.61764705882353,14.970588235294118,9.441176470588236,16.529411764705884,3.3823529411764706,17.88235294117647,49.911349361143785
9,NYL,EA,Y,0,19,15,300,0.5233333333333333,37.0,0.4594594594594595,75.67647058823529,9.617647058823529,22.88235294117647,16.205882352941178,8.529411764705882,16.08823529411765,3.4411764705882355,19.264705882352942,51.26341930378078,74.6470588235294,10.352941176470589,24.205882352941178,14.588235294117647,8.382352941176471,16.441176470588236,3.2058823529411766,18.38235294117647,51.71753292107309
10,NYL,EA,N,0,13,21,334,0.5089820359281437,37.0,0.4594594594594595,73.88235294117646,8.235294117647058,23.58823529411765,15.470588235294118,8.117647058823529,15.970588235294118,3.5588235294117645,18.735294117647058,51.9939070306922,74.55882352941177,9.794117647058824,25.558823529411764,14.176470588235293,7.911764705882353,16.11764705882353,3.6470588235294117,17.352941176470587,51.85342237252998
1,ORL,EA,Y,0,16,16,32,0.5,3.0,0.3333333333333333,69.0,9.96875,18.9375,14.78125,7.96875,15.1875,4.0625,18.21875,50.16615983597116,69.78125,10.875,20.90625,16.75,8.25,15.625,3.375,19.90625,51.23119175461335
2,ORL,EA,N,0,13,19,64,0.453125,3.0,0.3333333333333333,66.875,11.125,19.1875,14.125,10.0,16.625,3.90625,20.09375,48.69533060540892,68.90625,9.875,20.59375,16.6875,9.3125,17.0625,3.5625,18.75,50.643508649382305
3,ORL,EA,N,0,16,16,96,0.46875,3.0,0.3333333333333333,70.4375,10.0,18.59375,13.9375,9.21875,14.25,3.53125,20.90625,49.99480257933632,70.46875,11.3125,21.375,16.21875,7.84375,16.90625,3.375,19.90625,51.21639855682976
1,PHO,WE,Y,0,20,12,32,0.625,2.0,0.0,70.09375,8.59375,19.34375,14.53125,8.90625,13.40625,2.84375,19.6875,51.230958209643795,65.6875,10.4375,19.84375,15.1875,7.0,16.59375,2.84375,21.84375,49.361174296963114
2,PHO,WE,N,0,13,19,64,0.515625,2.0,0.0,64.5,9.375,20.0625,16.0625,9.125,16.21875,4.3125,19.53125,48.61605000780768,67.78125,10.40625,21.8125,16.375,8.84375,16.15625,3.96875,18.84375,51.8794794901265
3,PHO,WE,N,0,11,21,96,0.4583333333333333,2.0,0.0,65.34375,9.125,19.5625,13.34375,8.34375,15.65625,2.9375,19.46875,49.248832941077765,71.59375,9.65625,21.625,16.625,8.375,15.34375,3.96875,18.75,52.37117512619412
4,PHO,WE,N,0,8,26,130,0.4,2.0,0.0,61.6764705882353,10.5,18.91176470588235,13.558823529411764,9.117647058823529,14.088235294117647,3.264705882352941,19.529411764705884,46.54572673008887,66.76470588235294,8.911764705882353,23.852941176470587,14.970588235294118,8.088235294117647,17.941176470588236,4.294117647058823,19.61764705882353,51.923057015360264
5,PHO,WE,N,0,17,17,164,0.42073170731707316,2.0,0.0,67.6470588235294,7.764705882352941,19.176470588235293,14.735294117647058,8.294117647058824,13.647058823529411,4.029411764705882,22.0,52.07482228416011,65.73529411764706,9.088235294117647,20.91176470588235,13.411764705882353,6.647058823529412,15.764705882352942,4.029411764705882,19.41176470588235,51.48950727139836
6,PHO,WE,N,0,16,18,198,0.4292929292929293,2.0,0.0,69.44117647058823,10.058823529411764,21.176470588235293,16.147058823529413,7.147058823529412,15.205882352941176,5.264705882352941,20.5,50.35725606007881,69.23529411764706,9.382352941176471,20.735294117647058,13.823529411764707,7.794117647058823,14.205882352941176,3.2941176470588234,19.764705882352942,50.66160751608765
7,PHO,WE,N,0,18,16,232,0.44396551724137934,2.0,0.0,87.05882352941177,9.823529411764707,23.852941176470587,18.823529411764707,8.088235294117647,13.0,3.735294117647059,21.794117647058822,53.18089783266857,84.67647058823529,12.0,25.735294117647058,17.0,6.794117647058823,15.794117647058824,3.7058823529411766,19.676470588235293,50.04633867969302
8,PHO,WE,Y,1,23,11,266,0.47368421052631576,11.0,0.6363636363636364,88.97058823529412,8.205882352941176,25.676470588235293,20.08823529411765,8.382352941176471,14.294117647058824,4.676470588235294,19.352941176470587,53.64272473177485,85.41176470588235,13.088235294117647,27.794117647058822,18.470588235294116,7.176470588235294,17.5,3.2058823529411766,20.11764705882353,52.70863513310454
9,PHO,WE,N,0,16,18,300,0.47333333333333333,11.0,0.6363636363636364,88.52941176470588,11.029411764705882,25.029411764705884,16.470588235294116,6.823529411764706,14.382352941176471,4.588235294117647,23.352941176470587,52.96047326559127,88.5,12.941176470588236,25.235294117647058,19.11764705882353,6.882352941176471,14.705882352941176,3.7941176470588234,21.08823529411765,50.513789742831506
10,PHO,WE,Y,1,23,11,334,0.4940119760479042,22.0,0.6363636363636364,92.82352941176471,8.352941176470589,26.647058823529413,18.38235294117647,6.617647058823529,14.705882352941176,5.323529411764706,21.764705882352942,56.7059019538129,89.1470588235294,12.382352941176471,25.41176470588235,17.852941176470587,7.647058823529412,13.529411764705882,4.205882352941177,19.735294117647058,50.352661225223116
1,POR,WE,N,0,10,22,32,0.3125,0.0,0.0,67.34375,9.65625,19.59375,15.0,8.28125,18.53125,2.90625,23.78125,48.377280686772096,71.96875,9.59375,20.1875,15.21875,8.65625,16.59375,4.0625,22.78125,50.5157322794304
2,POR,WE,N,0,11,21,64,0.328125,0.0,0.0,65.25,9.375,21.75,14.09375,7.625,15.625,3.3125,19.78125,48.47754212100367,68.8125,10.71875,23.84375,15.65625,9.15625,14.8125,4.5,20.09375,49.91472615343437
3,POR,WE,N,0,16,16,96,0.3854166666666667,0.0,0.0,68.59375,9.59375,20.03125,15.375,7.46875,15.40625,3.75,19.46875,49.22229470540575,69.59375,10.4375,21.1875,15.1875,8.5,15.875,4.34375,19.25,50.4054078061433
1,SAC,WE,Y,0,21,11,32,0.65625,2.0,0.0,73.21875,12.125,20.3125,17.71875,10.375,14.3125,4.90625,17.84375,47.989193561185736,68.0,10.0,19.71875,15.71875,7.0625,16.375,3.625,18.75,50.700345534784304
2,SAC,WE,Y,0,20,12,64,0.640625,7.0,0.42857142857142855,71.6875,11.6875,22.59375,17.4375,8.625,15.4375,4.9375,18.375,51.627904943335636,66.84375,10.71875,20.6875,15.5,8.15625,15.03125,4.46875,19.25,46.979699424335244
3,SAC,WE,N,0,14,18,96,0.5729166666666666,7.0,0.42857142857142855,67.6875,9.40625,20.25,15.625,7.71875,14.25,3.40625,21.09375,48.03603346990183,71.6875,11.0,22.59375,15.40625,7.28125,15.5,4.0,19.78125,50.14659425811651
4,SAC,WE,Y,0,19,15,130,0.5692307692307692,13.0,0.46153846153846156,67.61764705882354,10.264705882352942,21.11764705882353,16.705882352941178,8.735294117647058,13.558823529411764,3.588235294117647,18.852941176470587,46.83836519835798,65.17647058823529,10.147058823529411,22.08823529411765,15.176470588235293,6.588235294117647,16.941176470588236,4.147058823529412,18.823529411764707,48.58484437577627
5,SAC,WE,Y,0,18,16,164,0.5609756097560976,19.0,0.47368421052631576,68.0,11.441176470588236,18.676470588235293,15.264705882352942,9.235294117647058,14.264705882352942,3.4705882352941178,18.852941176470587,49.84793349485357,65.91176470588235,9.117647058823529,19.88235294117647,15.088235294117647,7.088235294117647,17.441176470588236,3.4411764705882355,19.0,51.05566550909598
6,SAC,WE,Y,1,25,9,198,0.5909090909090909,27.0,0.5925925925925926,68.5,10.852941176470589,19.823529411764707,15.5,8.941176470588236,14.705882352941176,3.176470588235294,20.11764705882353,49.099979328252,61.55882352941177,8.029411764705882,20.41176470588235,13.617647058823529,6.911764705882353,18.294117647058822,3.8823529411764706,21.264705882352942,48.1498783648375
7,SAC,WE,Y,0,21,13,232,0.5948275862068966,36.0,0.6111111111111112,74.61764705882354,12.294117647058824,21.176470588235293,14.970588235294118,9.705882352941176,15.941176470588236,2.588235294117647,19.705882352941178,49.7214229707149,70.70588235294117,8.647058823529411,21.323529411764707,14.911764705882353,7.176470588235294,18.61764705882353,4.205882352941177,20.205882352941178,50.054765549034876
8,SAC,WE,Y,0,19,15,266,0.5902255639097744,39.0,0.5897435897435898,74.32352941176471,13.294117647058824,21.264705882352942,15.794117647058824,9.558823529411764,17.970588235294116,2.9705882352941178,18.88235294117647,51.04614425889048,72.94117647058823,9.058823529411764,21.11764705882353,15.941176470588236,8.058823529411764,19.08823529411765,4.147058823529412,20.264705882352942,51.309347970134034
9,SAC,WE,Y,0,18,16,300,0.5833333333333334,42.0,0.5714285714285714,74.8529411764706,11.411764705882353,21.205882352941178,13.911764705882353,9.382352941176471,17.235294117647058,2.264705882352941,20.294117647058822,51.37739317134109,75.61764705882354,9.058823529411764,22.558823529411764,17.08823529411765,7.852941176470588,18.352941176470587,6.0588235294117645,22.323529411764707,51.579356475454375
10,SAC,WE,N,0,12,22,334,0.5598802395209581,42.0,0.5714285714285714,76.76470588235294,11.5,22.441176470588236,15.882352941176471,8.5,17.176470588235293,2.8823529411764706,18.970588235294116,51.938065416862656,79.11764705882354,9.588235294117647,20.647058823529413,18.441176470588236,7.705882352941177,16.941176470588236,4.323529411764706,20.705882352941178,54.471919724688846
4,SAS,WE,N,0,12,22,34,0.35294117647058826,0.0,0.0,65.1470588235294,10.294117647058824,23.38235294117647,12.588235294117647,5.5,15.088235294117647,4.911764705882353,21.41176470588235,46.97316931706386,71.38235294117646,11.441176470588236,23.029411764705884,15.588235294117647,8.088235294117647,12.470588235294118,4.117647058823529,19.676470588235293,47.92558243290912
5,SAS,WE,N,0,9,25,68,0.3088235294117647,0.0,0.0,64.44117647058823,8.882352941176471,20.61764705882353,14.5,8.0,15.088235294117647,3.1176470588235294,18.470588235294116,50.51549404684524,69.52941176470588,9.529411764705882,20.88235294117647,16.91176470588235,8.235294117647058,14.470588235294118,3.7941176470588234,18.352941176470587,51.588712995269404
6,SAS,WE,N,0,7,27,102,0.27450980392156865,0.0,0.0,62.970588235294116,7.529411764705882,20.294117647058822,12.735294117647058,5.735294117647059,15.735294117647058,2.6470588235294117,19.11764705882353,50.42530745167247,70.61764705882354,10.323529411764707,20.705882352941178,16.558823529411764,8.323529411764707,12.617647058823529,4.352941176470588,20.147058823529413,51.398246736412275
7,SAS,WE,N,0,13,21,136,0.3014705882352941,0.0,0.0,74.20588235294117,10.411764705882353,23.941176470588236,15.882352941176471,7.235294117647059,14.352941176470589,2.4411764705882355,17.941176470588236,49.85643414315111,76.55882352941177,10.941176470588236,25.441176470588236,16.470588235294116,7.470588235294118,14.117647058823529,3.7941176470588234,18.852941176470587,51.8564840097548
8,SAS,WE,Y,0,20,14,170,0.3588235294117647,5.0,0.4,74.02941176470588,9.5,22.470588235294116,16.676470588235293,8.323529411764707,16.41176470588235,3.823529411764706,19.205882352941178,53.13522070501225,73.05882352941177,10.617647058823529,22.823529411764707,15.176470588235293,7.5588235294117645,17.147058823529413,4.029411764705882,18.205882352941178,50.51037636907152
9,SAS,WE,Y,0,24,10,204,0.4166666666666667,14.0,0.42857142857142855,74.88235294117646,7.235294117647059,24.91176470588235,17.676470588235293,8.0,15.441176470588236,4.411764705882353,17.705882352941178,52.701601695271926,71.11764705882354,11.441176470588236,24.029411764705884,14.705882352941176,8.176470588235293,15.529411764705882,3.2058823529411766,19.58823529411765,47.624980493727854
10,SAS,WE,Y,0,15,19,238,0.42016806722689076,17.0,0.4117647058823529,76.91176470588235,8.264705882352942,22.58823529411765,17.58823529411765,7.5588235294117645,14.970588235294118,3.411764705882353,17.529411764705884,51.72555349703954,78.26470588235294,10.705882352941176,24.235294117647058,15.558823529411764,7.882352941176471,14.764705882352942,3.5294117647058822,18.91176470588235,52.419303449524804
1,SEA,WE,N,0,6,26,32,0.1875,0.0,0.0,56.9375,8.0,16.78125,12.1875,7.96875,16.40625,2.90625,20.25,45.27877351406763,67.84375,9.0,22.53125,15.8125,8.875,16.53125,3.84375,19.3125,52.12766817728429
2,SEA,WE,N,0,10,22,64,0.25,0.0,0.0,60.03125,9.5625,18.28125,12.875,8.53125,13.46875,3.96875,18.90625,45.79538766723555,64.0,9.25,23.625,15.375,7.125,16.21875,3.96875,18.375,52.02920180594599
3,SEA,WE,Y,0,17,15,96,0.34375,2.0,0.0,68.375,11.3125,19.78125,16.0625,8.8125,14.90625,4.71875,19.46875,51.23595840439394,65.71875,9.59375,20.6875,15.25,7.9375,16.59375,3.90625,17.59375,48.99983004666467
4,SEA,WE,N,0,18,16,130,0.3923076923076923,2.0,0.0,70.23529411764706,10.058823529411764,21.529411764705884,16.11764705882353,6.823529411764706,13.676470588235293,4.0588235294117645,18.941176470588236,51.5583090056331,66.88235294117646,10.352941176470589,20.264705882352942,13.411764705882353,7.205882352941177,13.5,3.0588235294117645,16.764705882352942,49.73096899980213
5,SEA,WE,Y,1,20,14,164,0.4329268292682927,10.0,0.6,71.67647058823529,10.294117647058824,20.852941176470587,16.235294117647058,8.882352941176471,14.676470588235293,3.8529411764705883,19.558823529411764,52.888968762807906,66.58823529411765,8.911764705882353,19.970588235294116,14.911764705882353,7.411764705882353,15.5,4.029411764705882,19.941176470588236,49.92929802712411
6,SEA,WE,Y,0,20,14,198,0.4595959595959596,13.0,0.5384615384615384,73.47058823529412,9.5,22.823529411764707,15.294117647058824,5.911764705882353,15.176470588235293,4.647058823529412,19.323529411764707,52.007618767338705,70.79411764705883,9.823529411764707,20.176470588235293,16.705882352941178,7.852941176470588,12.882352941176471,4.529411764705882,20.323529411764707,49.61088550180175
7,SEA,WE,Y,0,18,16,232,0.4698275862068966,16.0,0.5,77.76470588235294,9.617647058823529,24.147058823529413,15.117647058823529,6.823529411764706,16.764705882352942,3.735294117647059,20.058823529411764,52.620538629419144,75.73529411764706,9.470588235294118,20.852941176470587,15.294117647058824,8.735294117647058,14.264705882352942,3.3823529411764706,20.08823529411765,50.45696751704143
8,SEA,WE,Y,0,17,17,266,0.47368421052631576,18.0,0.4444444444444444,80.41176470588235,10.117647058823529,24.11764705882353,15.676470588235293,7.117647058823529,15.676470588235293,4.4411764705882355,18.235294117647058,53.357761327935314,77.8529411764706,9.794117647058824,22.38235294117647,17.38235294117647,8.0,14.558823529411764,3.2941176470588234,18.88235294117647,53.67551928550667
9,SEA,WE,Y,0,22,12,300,0.49333333333333335,21.0,0.42857142857142855,73.32352941176471,10.0,24.176470588235293,15.588235294117647,7.911764705882353,15.470588235294118,4.117647058823529,20.11764705882353,49.985930873762,70.76470588235294,9.764705882352942,22.352941176470587,14.647058823529411,7.735294117647059,15.147058823529411,3.3823529411764706,19.823529411764707,48.99749817587932
10,SEA,WE,Y,0,20,14,334,0.5029940119760479,24.0,0.4166666666666667,74.82352941176471,9.294117647058824,23.176470588235293,15.764705882352942,8.117647058823529,16.323529411764707,4.411764705882353,20.88235294117647,52.21476816568745,72.82352941176471,9.764705882352942,21.941176470588236,15.205882352941176,8.088235294117647,16.323529411764707,3.8529411764705883,19.764705882352942,50.5197105319103
1,UTA,WE,N,0,18,14,32,0.5625,0.0,0.0,75.40625,10.875,22.875,16.3125,6.6875,17.0,4.90625,21.8125,51.97651947048024,75.21875,9.78125,18.6875,15.71875,9.40625,13.65625,3.5,21.9375,50.75244248530883
2,UTA,WE,Y,0,19,13,64,0.578125,2.0,0.0,68.96875,9.21875,24.21875,16.375,6.3125,15.40625,4.875,19.4375,50.31329033596985,68.5,10.75,19.6875,14.9375,8.59375,12.1875,4.625,20.15625,47.7191960086697
3,UTA,WE,Y,0,20,12,96,0.59375,7.0,0.2857142857142857,75.5625,10.84375,22.53125,14.9375,7.125,16.3125,5.5625,20.78125,52.110084204835296,73.25,11.28125,20.15625,15.28125,8.125,13.875,4.65625,22.625,49.864176523252645
1,WAS,EA,Y,0,14,18,32,0.4375,2.0,0.0,68.0,9.375,20.1875,16.28125,7.65625,15.8125,3.9375,18.65625,49.38376185725696,69.40625,9.34375,19.125,16.03125,8.15625,14.25,3.1875,18.59375,50.47566054719708
2,WAS,EA,N,0,10,22,64,0.375,2.0,0.0,60.25,11.125,21.84375,13.25,8.03125,15.46875,3.96875,16.78125,44.21731250747328,64.84375,10.34375,23.03125,15.21875,8.15625,14.1875,3.21875,16.96875,50.25225423689969
3,WAS,EA,Y,0,17,15,96,0.4270833333333333,7.0,0.42857142857142855,66.71875,10.3125,22.125,16.125,6.90625,14.21875,2.9375,18.21875,51.44129047237649,66.125,9.65625,21.25,13.8125,7.40625,13.78125,3.15625,17.8125,49.35155609399962
4,WAS,EA,N,0,9,25,130,0.38461538461538464,7.0,0.42857142857142855,68.52941176470588,11.235294117647058,20.676470588235293,16.705882352941178,6.264705882352941,13.588235294117647,2.911764705882353,19.88235294117647,49.04386886502326,73.47058823529412,9.823529411764707,22.970588235294116,17.38235294117647,7.382352941176471,13.764705882352942,3.5,16.61764705882353,51.28359556001754
5,WAS,EA,Y,0,17,17,164,0.40853658536585363,10.0,0.4,68.38235294117646,9.911764705882353,21.352941176470587,13.735294117647058,7.5,12.470588235294118,3.764705882352941,19.176470588235293,50.20744977981172,70.11764705882354,9.882352941176471,22.647058823529413,15.705882352941176,6.970588235294118,14.470588235294118,3.264705882352941,18.441176470588236,50.53932597096748
6,WAS,EA,N,0,16,18,198,0.41919191919191917,10.0,0.4,66.55882352941177,7.823529411764706,19.91176470588235,15.205882352941176,7.647058823529412,12.794117647058824,2.235294117647059,20.5,49.863695008960434,67.79411764705883,7.852941176470588,22.264705882352942,16.029411764705884,6.029411764705882,14.823529411764707,3.176470588235294,18.764705882352942,51.53428618112991
7,WAS,EA,Y,0,18,16,232,0.4353448275862069,12.0,0.3333333333333333,80.79411764705883,9.705882352941176,22.647058823529413,16.941176470588236,9.0,15.911764705882353,3.323529411764706,23.058823529411764,51.95757603293944,78.1470588235294,9.441176470588236,21.176470588235293,17.147058823529413,7.411764705882353,16.852941176470587,2.6176470588235294,20.205882352941178,51.584105987700966
8,WAS,EA,N,0,16,18,266,0.4398496240601504,12.0,0.3333333333333333,76.02941176470588,9.852941176470589,23.029411764705884,13.882352941176471,8.294117647058824,16.794117647058822,3.911764705882353,22.441176470588236,50.30151740958577,77.61764705882354,11.264705882352942,24.264705882352942,16.147058823529413,7.529411764705882,17.029411764705884,3.0294117647058822,22.41176470588235,50.751489072890124
9,WAS,EA,N,0,10,24,300,0.42333333333333334,12.0,0.3333333333333333,69.6470588235294,10.647058823529411,22.647058823529413,14.205882352941176,7.088235294117647,18.735294117647058,2.735294117647059,22.264705882352942,47.6578951765308,76.5,9.0,23.147058823529413,15.941176470588236,9.235294117647058,15.588235294117647,4.294117647058823,20.823529411764707,50.830791847766534
10,WAS,EA,Y,0,16,18,334,0.4281437125748503,14.0,0.2857142857142857,76.02941176470588,11.411764705882353,23.61764705882353,13.323529411764707,9.235294117647058,17.852941176470587,3.4705882352941178,21.323529411764707,48.35834801133243,77.11764705882354,9.470588235294118,23.205882352941178,15.411764705882353,9.264705882352942,16.941176470588236,4.588235294117647,22.88235294117647,50.88571096669132
